Latitude,Longitude,DepthOfSoil,TotalUnitWeight,N60,FinesContent,PeakGroundAcceleration,GoundWaterLevel,SoilType,ModulusOfElasticity
15.35897692,120.5290693,3,18,1,61.16,0.4,100,ML,3.75
15.376099,120.465189,3,19,6,3.78,0.45,3,SP,13.5
15.377334,120.466745,3,19,6.75,2.9,0.45,3,SP,13.5
15.616506,120.434783,3,23,100,0,0.47,6,Sandstone,6000
15.616441,120.434581,3,23,100,0,0.47,6,Sandstone,6000
15.615178,120.438655,3,21,21,44,0.4,100,GM,55
15.615603,120.438983,3,18,1,48.97,0.4,100,CM,3.75
15.463753,120.466264,3,17,100,86,0.4,9.13,SC,13
15.463478,120.466264,3,17,100,84.9,0.4,4.77,SC,13
15.477092,120.572627,3,22,31,10.2,0.42,3,GC,45
15.477114,120.572519,3,22,30,8.75,0.42,3.1,GC,45
15.429698,120.637142,3,17.4,18,25,0.35,1.3,SM,32.5
15.48961,120.588291,3,21,16,50.15,0.42,4.5,ML,27.5
15.484068,120.618036,3,21,50,24.5,0.37,1,SM,35
15.468813,120.653222,3,19,10,13.92,0.4,3,SM,13.5
15.529917,120.593229,3,19.2,16,23.1,0.4,1.5,SM,32.5
15.51257,120.530434,3,21,26,17.36,0.3,1.5,SM,32.5
15.512619,120.530559,3,20,43,25.77,0.3,1.5,SM,35
15.482223,120.618998,3,20,13,58,0.37,6,ML,20
15.478732,120.612065,3,21,42,53,0.37,3,ML,55
15.465571,120.56082,3,23,100,0,0.4,2,Coring,6000
15.506958,120.582855,3,19,7,65,0.3,3,MH,10.5
15.506284,120.581837,3,21,5,22.6,0.3,1.5,SM,13.5
15.505427,120.581811,3,18,13,68,0.3,3,MH,20
15.4589611,120.563484,3,23,100,0,0.4,3,Coring,6000
15.4446,120.598586,3,21,37,65.23,0.4,2.5,SC,13
15.460898,120.57104,3,19.58,50,53,0.42,100,ML,10
15.460948,120.571038,3,19.58,50,93,0.42,100,SC,13
15.439278,120.1588021,3,23,100,0,0.36,9,Coring,6000
15.473513,120.586521,3,21,39,33,0.42,3,SM,35
15.473617,120.586585,3,19,8,34,0.42,3,SM,13.5
15.50401,120.545443,3,18.8,28,62,0.42,100,MH,27.5
15.500177,120.578478,3,21,21,56,0.42,4.2,ML,27.5
15.500281,120.578607,3,21,25,56,0.42,4.2,ML,27.5
15.461005,120.628472,3,23,100,0,0.3,3,Coring,6000
15.514846,120.595286,3,23,100,0,0.2,2,Silty Tuff,6000
15.471258,120.62191,3,23,100,0,0.42,10,Sandstone,6000
15.471257,120.621935,3,23,100,0,0.42,11,Sandstone,6000
15.47107,120.621805,3,23,100,0,0.42,11,Sandstone,6000
15.471258,120.62191,3,23,100,0,0.42,10.5,Sandstone,6000
15.470799,120.621795,3,23,100,0,0.42,10,Sandstone,6000
15.47079,120.62194,3,23,100,0,0.42,11,Sandstone,6000
15.452293,120.604534,3,20,10,67,0.36,3,MH,20
15.405077,120.523147,3,25.4,22,28.6,0.4,100,SM,32.5
15.404488,120.52111,3,20.5,18,29.4,0.4,100,SM,32.5
15.350556,120.5733333,3,21,18,58.57,0.4,100,ML,27.5
15.35027778,120.5733333,3,21,20,51.29,0.4,100,ML,27.5
15.663855,120.640629,3,20,18,30.8,0.4,3,SM,32.5
15.636466,120.678522,3,20,9,63.67,0.4,5,MH,20
15.636579,120.67891,3,23,100,0,0.4,6,Tuff,6000
15.636575,120.678641,3,20,12,64.01,0.4,100,MH,20
15.350654,120.4597661,3,20,20,30.23,0.45,8.5,SM,32.5
15.3505555,120.4594444,3,20,23,32.99,0.45,8.5,SM,32.5
15.3508333,120.4596333,3,20,18,30.47,0.45,8.5,SM,32.5
15.3507366,120.4596797,3,20,27,30.52,0.45,8.5,SM,32.5
15.3596706,120.5295569,3,21,16,57.93,0.4,1.5,ML,27.5
15.3596141,120.5296142,3,20,11,51.65,0.4,1.5,ML,20
15.3170505,120.5445324,3,21,17,65.8,0.4,9,MH,27.5
15.317026,120.5444387,3,21,19,66.55,0.4,12,MH,27.5
15.3169582,120.5443456,3,21,18,64.14,0.4,9,MH,27.5
15.3576096,120.5307234,3,20,8,87.25,0.4,7.5,CH,20
15.3576708,120.5305979,3,20,10,85.09,0.4,7.5,CH,20
15.3575746,120.5304976,3,19.5,7,83.42,0.4,7.5,CH,10.5
15.360509,120.5299422,3,20,13,21.95,0.4,9.3,SM,32.5
15.3606868,120.5302883,3,21,19,81.59,0.4,9.5,CH,27.5
15.3604388,120.53002,3,21,16,82.5,0.4,9.5,CH,27.5
15.3605854,120.5301752,3,21,16,82.11,0.4,9.3,CH,27.5
15.3589515,120.5297841,3,20,13,55.48,0.4,3,ML,20
15.3589267,120.5296187,3,20,11,51.653,0.4,1.5,ML,20
15.3502499,120.4587197,3,20,19,25.5,0.45,1.05,SM,32.5
15.3502834,120.4589033,3,20,21,21.17,0.45,1.05,SM,32.5
15.3504817,120.4589928,3,20,23,27.86,0.45,1.05,SM,32.5
15.359346,120.5292768,3,20,12,87.47,0.4,7.5,CH,20
15.3591204,120.5295204,3,20,11,83.21,0.4,7.5,CH,20
15.3585559,120.5361853,3,20,14,24.56,0.4,100,SM,32.5
15.3588452,120.5360233,3,20,17,22.86,0.4,100,SM,32.5
15.311507,120.525509,3,23,100,0,0.4,100,Tuff,6000
15.311605,120.525277,3,23,100,0,0.4,100,Tuff,6000
15.311683,120.525076,3,23,100,0,0.4,100,Tuff,6000
15.367389,120.491501,3,21,19,67.22,0.45,7.5,MH,27.5
15.368729,120.490337,3,19.5,4,67.77,0.45,7.5,MH,10.5
15.368404,120.491331,3,19.5,5,65.16,0.45,7.5,MH,10.5
15.32775,120.591127,3,21,34,31.24,0.4,3,SM,35
15.327568,120.590818,3,20,21,27.69,0.4,3,SM,32.5
15.327553,120.591062,3,21,47,15.23,0.4,6,SM,35
15.327533,120.591042,3,21,34,33.01,0.4,3,SM,35
15.3360374,120.6249407,3,20,12,83.1,0.36,1.05,CH,20
15.335743,120.6249792,3,21,15,81.6,0.36,1.05,CH,27.5
15.3032316,120.6952735,3,19,10,2.79,0.33,4.05,SP,13.5
15.3030271,120.695197,3,20,12,3.93,0.33,4.05,SP,32.5
15.3360188,120.658229,3,20,17,20.86,0.4,100,SM,32.5
15.3358829,120.6581489,3,20,18,21.9,0.4,100,SM,32.5
15.3358237,120.6583001,3,20,17,22.84,0.4,100,SM,32.5
15.3246303,120.6566815,3,20,20,21.52,0.36,1,SM,32.5
15.3241186,120.6565847,3,20,21,23.22,0.36,1,SM,32.5
15.326433,120.6543302,3,20,16,20.18,0.36,1,SM,32.5
15.3264609,120.6545474,3,20,17,28.21,0.36,1,SM,32.5
15.325277,120.653888,3,19,7,27.72,0.36,100,SM,13.5
15.325833,120.653611,3,19,6,26.51,0.36,100,SM,13.5
15.325833,120.654166,3,19,6,29.25,0.36,100,SM,13.5
15.27346,120.56187,3,18.15,25,89.7,0.4,100,ML,4
15.686632,120.412972,3,10,19,62.5,0.4,4.5,MH,15
15.686638,120.41313,3,10,20,67.1,0.4,5,MH,15
15.686652,120.412968,3,20,13,62.3,0.4,6,MH,20
15.686296,120.412971,3,20,11,66.1,0.4,7,MH,20
15.686062,120.412563,3,20,13,65.2,0.4,7,MH,20
15.743831,120.443005,3,23,100,54.2,0.3,100,ML,300
15.743915,120.443051,3,23,100,56.2,0.3,100,ML,300
15.745085,120.576019,3,20,15,56,0.3,2,ML,20
15.744907,120.576261,3,21,18,54,0.3,2,ML,27.5
15.769692,120.575525,3,21,19,57.62,0.3,1,ML,27.5
15.808724,120.571566,3,20,12,57.2,0.3,1,ML,20
15.808848,120.571571,3,21,19,57.6,0.3,1,ML,27.5
15.737812,120.577325,3,20,10,54.18,0.3,6,ML,20
15.737879,120.577483,3,20,13,57.31,0.3,6,ML,20
15.74407,120.597089,3,17,24,68.04,0.3,100,MH,15
15.625795,120.650289,3,21,20,25.18,0.3,6,SM,15
15.625836,120.650662,3,20,20,32.42,0.3,6,SM,15
15.666889,120.642879,3,17,4,63.62,0.3,1,MH,8
15.684023,120.639705,3,17,15,63.9,0.3,21,MH,12
15.685089,120.637294,3,20.3,11,24.71,0.4,1,SM,10
15.786314,120.605458,3,18,9,55.1,0.3,3.5,ML,10
15.798112,120.611316,3,18,28,55.9,0.4,100,ML,15
15.798144,120.611495,3,18,29,57.4,0.4,100,ML,15
15.7854,120.613728,3,22,10,29.07,0.3,5,SM,10
15.785383,120.613613,3,20,13,33.22,0.3,3,SM,10
15.78522,120.613398,3,17,7,88.6,0.3,3,CH,13
15.797873,120.60978,3,21.3,24,33.42,0.4,0.4,SM,15
15.799033,120.611473,3,20,16,31.59,0.4,1.1,SM,15
15.535479,120.689187,3,22,22,29.07,0.3,6,SM,15
15.535636,120.689206,3,20,20,22.56,0.3,6,SM,15
15.597176,120.664616,3,18,11,58.76,0.3,3,ML,10
15.589208,120.698247,3,17,6,51.34,0.4,1.1,ML,12
15.596175,120.698729,3,17,14,57.5,0.4,3,ML,12
15.558353,120.689713,3,17,7,63,0.3,1.5,MH,10
15.558274,120.68961,3,17,16,62.5,0.3,1.5,MH,10
15.543797,120.681065,3,21,15,31.85,0.3,6,SM,15
15.543676,120.681087,3,19,15,28.53,0.3,6,SM,15
15.645886,120.388381,3,19,31,15.94,0.4,4,SC-SM,30
15.715506,120.623904,3,18,13,0.2914,0.4,28.5,SM,4000
15.759537,120.600182,3,17,13,0.8269,0.3,1.5,CH,25
15.635408,120.624588,3,20,16,0.274,0.3,7.5,SM,15
15.555718,120.600598,3,19,11,0.233,0.3,3,SM,10
15.592509,120.620622,3,20,20,0.262,0.3,3,SM,15
15.59251,120.620552,3,21,21,0.247,0.3,3,SM,15
15.556476,120.573764,3,20,11,0.326,0.3,100,SM,10
15.556501,120.573845,3,19,14,0.278,0.3,100,SM,15
15.578761,120.573483,3,21,33,0.2934,0.3,4.5,SM,15
15.600169,120.544751,3,17,34,0.625,0.3,100,MH,15
15.600168,120.544618,3,17,24,0.639,0.3,100,MH,15
15.589244,120.597051,3,20,23,0.291,0.3,2.5,SM,15
15.58917,120.597011,3,20,21,0.286,0.3,2.5,SM,15
15.620661,120.500156,3,19,100,0.561,0.3,3,ML,20
15.620647,120.500056,3,18,100,0.566,0.3,2.37,ML,20
15.598293,120.517626,3,18,55,0.58,0.3,12,ML,20
15.555633,120.608133,3,17,10,0.85,0.3,2,CH,13
15.55565,120.608052,3,16,10,0.87,0.3,2,CH,13
15.596727,120.608189,3,23,100,0,0.3,1.5,ROCK,6000
15.572991,120.551964,3,23,100,0,0.4,10,ROCK,650
15.573001,120.551884,3,23,100,0,0.4,10.5,ROCK,650
15.602593,120.593001,3,20,22,0.242,0.3,4.5,SM,15
15.645909,120.52908,3,18.6,31,0.2,0.4,6,SM,15
15.66474,120.555608,3,19,9,0.242,0.3,2,SM,10
15.664765,120.55554,3,19,14,0.214,0.3,2,SM,10
15.636114,120.543763,3,19.5,8,0.658,0.3,3,MH,6000
15.636527,120.543634,3,19,4,0.644,0.3,3,MH,3750
15.691076,120.55347,3,20,14,0.3428,0.3,3,SM,10
15.677637,120.58916,3,20,11,0.638,0.3,3,MH,2500
15.677583,120.589097,3,20,9,0.67,0.3,3,MH,10
15.677111,120.480166,3,23,100,0,0.4,1.05,ROCK,300
15.677082,120.480209,3,23,100,0,0.4,1.05,ROCK,300
15.634223,120.517015,3,23,100,0,0.4,6.1,ROCK,2000
15.668819,120.584161,3,18.888,10,0.87,0.5,1,CH,20
15.669577,120.580887,3,20.754,6,0.4792,0.5,1,SC,9.5
15.669652,120.580584,3,22.204,3,0.606,0.5,1,SC,45
15.62325,120.371596,3,23,100,0,0.4,7.5,ROCK,2000
15.625251,120.378636,3,23,100,0,0.4,100,ROCK,2000
15.625081,120.378554,3,23,100,0,0.4,100,ROCK,2000
15.646295,120.392319,3,23,100,0,0.4,9,ROCK,650
15.684619,120.633292,3,17.1,5,63.6,0.4,4,MH,8
15.586626,120.699743,3,18,15,57.6,0.3,4.5,ML,12
15.7270818,120.3585672,3,19,11,92,0.4,0.01,SM,32.5
15.368379,120.505943,3,23,100,0,0.4,6,ROCK,6000
15.3368218,120.505972,3,23,100,0,0.4,9,ROCK,6000
15.368155,120.505985,3,23,100,0,0.4,9,ROCK,6000
15.345582,120.592561,3,20,25,11.35,0.4,2.5,SM,32.5
15.345923,120.592566,3,20,27,13.32,0.4,2.5,SM,32.5
15.345885,120.592252,3,20,30,13.03,0.4,2.9,SM,32.5
15.3493346,120.5740834,3,19.5,5,63.12,0.4,1.5,CH,10.5
15.3493432,120.5740782,3,20,9,64.1,0.4,1.5,CH,20
15.3604846,120.5304394,3,20,13,21.95,0.4,9.3,SM,32.5
15.3604923,120.5304318,3,21,19,81.59,0.4,9.5,CH,27.5
15.3604639,120.5304378,3,21,16,82.5,0.4,9.5,CH,27.5
15.3604936,120.5304873,3,21,16,82.11,0.4,9.3,CH,27.5
15.311507,120.525509,3,23,100,0,0.4,100,ROCK,6000
15.311605,120.525277,3,23,100,0,0.4,100,ROCK,6000
15.368374,120.505995,3,23,100,0,0.45,6,ROCK,650
15.368238,120.505962,3,23,100,0,0.45,9,ROCK,650
15.368155,120.505985,3,23,100,0,0.45,9,ROCK,650
15.336751,120.592007,3,20,27,20.66,0.4,6,ROCK,32.5
15.336912,120.592032,3,20,23,23.57,0.4,6,SM,32.5
15.337439,120.589244,3,20,26,20.86,0.4,6,SM,32.5
15.35055556,120.5733333,3,21,18,58.57,0.4,100,ML,27.5
15.35055666,120.5734335,3,21,20,51.29,0.4,100,ML,27.5
15.35055757,120.5735496,3,21,18,57.33,0.4,100,ML,27.5
15.37828,120.50819,3,23,100,0,0.4,8.5,ROCK,6000
15.378975,120.508226,3,23,100,0,0.4,8.6,ROCK,6000
15.378334,120.508301,3,23,100,0,0.4,9,ROCK,6000
15.378269,120.508313,3,23,100,0,0.4,8.5,ROCK,650
15.378308,120.508307,3,23,100,0,0.4,9.1,ROCK,650
15.3505296,120.5701649,3,21,36,19.93,0.4,6,SM,35
15.332215,120.5908914,3,20,12,55.2,0.36,3,ML,20
15.33229444,120.5909653,3,20,12,57.23,0.36,3,ML,20
15.32917361,120.5899628,3,20,14,53.41,0.36,3,ML,20
15.32917432,120.5899736,3,20,12,52.08,0.36,3,ML,20
15.3575853,120.530428,3,20,10,86.21,0.4,9,CH,20
15.3575962,120.5304292,3,20,11,88.13,0.4,9,CH,20
15.3575763,120.5304292,3,20,12,85.03,0.4,9,CH,20
15.468587,120.443263,3,23,100,0,0.47,8,ROCK,650
15.468598,120.442912,3,23,100,0,0.47,7.5,ROCK,6000
15.616506,120.434783,3,23,100,0,0.47,6,ROCK,6000
15.616441,120.434581,3,23,100,0,0.47,6,ROCK,650
15.470214,120.383233,3,23,100,0,0.48,6,ROCK,6000
15.817066,120.611691,3,20,11,28,0.47,3,SM,32.5
15.817149,120.611651,3,20,11,23,0.47,3,SM,32.5
15.6254782,120.287526,3,20,19.95,33,0.346,3.46,SM,32.5
15.279038,120.568952,4.5,20,17,20.08,0.4,9,SM,32.5
15.279238,120.568983,4.5,20,19,34.91,0.4,9,SM,32.5
15.279348,120.56922,4.5,20,19,23.96,0.4,9,SM,32.5
15.279277,120.56927,4.5,20,21,22.19,0.4,9,SM,32.5
15.322512,120.596153,4.5,21,16,52.8,0.35,3,ML,27.5
15.322431,120.596132,4.5,20,20,25.14,0.35,3,SM,32.5
15.322557,120.596316,4.5,21,21,25.9,0.35,3,ML,27.5
15.322509,120.596224,4.5,21,23,23.95,0.35,3,ML,27.5
15.279931,120.569317,4.5,20,23,1.64,0.4,6,SP,32.5
15.279822,120.569431,4.5,20,26,3.21,0.4,6,SP,32.5
15.280222,120.569403,4.5,20,21,1.38,0.4,6,SP,32.5
15.2794012,120.567799,4.5,20,25,1.23,0.4,6,SP,32.5
15.277817,120.5210103,4.5,20,19,23.03,0.4,9.5,SM,32.5
15.277935,120.521199,4.5,27.5,27,83.08,0.4,9.5,CH,27.5
15.277791,120.521274,4.5,27.5,24,81.39,0.4,9.5,CH,27.5
15.277908,120.521475,4.5,20,25,45.66,0.4,9.5,SC,33
15.265678,120.557086,4.5,20,10,82.86,0.4,1,CH,20
15.265469,120.557034,4.5,20,11,87.27,0.4,1,CH,20
15.278801,120.521966,4.5,27.5,19,82.26,0.4,2,CH,27.5
15.278521,120.521958,4.5,27.5,21,84.65,0.4,2,CH,27.5
15.412247,120.6778943,4.5,21,34,2.95,0.35,3,SP,35
15.412208,120.6779764,4.5,21,36,4.03,0.35,3,SP,35
15.412146,120.6780798,4.5,21,38,2.11,0.35,3,SP,35
15.399089,120.718261,4.5,21,34,62.5,0.34,3,MH,55
15.399174,120.718278,4.5,21,39,65.26,0.34,3,MH,55
15.278117,120.520837,4.5,21,17,57.38,0.4,3,ML,27.5
15.277977,120.520838,4.5,21,17,58.57,0.4,3,ML,27.5
15.331346,120.636432,4.5,20,16,28.83,0.36,3,SM,32.5
15.331116,120.636551,4.5,21,18,53.37,0.36,3,ML,27.5
15.331107,120.636745,4.5,19,10,25.05,0.36,3,SM,13.5
15.331209,120.636648,4.5,20,10,52.18,0.36,3,ML,20
15.3504006,120.4602369,4.5,21,29,32.36,0.44,8.5,SM,32.5
15.350654,120.4597661,4.5,21,26,30.15,0.44,8.5,SM,32.5
15.35074833,120.4596344,4.5,21,22,26.6,0.44,8.5,SM,32.5
15.35073667,120.4596797,4.5,21,27,31.11,0.44,8.5,SM,32.5
15.354686,120.446385,4.5,19.7,5,28.07,0.48,4,SM,13.5
15.3578,120.53076,4.5,20,15,59.91,0.4,7.5,ML,27.5
15.35779,120.53053,4.5,21,13,55.82,0.4,7.5,ML,20
15.35771,120.5304,4.5,21,17,53.53,0.4,7.5,ML,27.5
15.3577,120.53029,4.5,21,15,84.22,0.4,7.5,ML,27.5
15.348322,120.471861,4.5,20,17,3.3,0.44,5,SP,32.5
15.347915,120.472292,4.5,20,20,1.6,0.44,3,SP,32.5
15.347612,120.472865,4.5,20,19,3.6,0.44,4.5,SP,32.5
15.377822,120.467915,4.5,20,17,28.85,0.45,4,SM,32.5
15.33255,120.591192,4.5,21,28,63.01,0.4,3,MH,27.5
15.33235,120.591202,4.5,21,24,64.03,0.4,3,MH,27.5
15.329174,120.539963,4.5,21,27,67.13,0.4,3,MH,27.5
15.332708,120.591205,4.5,21,31,62.82,0.4,3,MH,55
15.404695,120.517583,4.5,21.6,25,3.27,0.4,3,SP,32.5
15.337582,120.438447,4.5,21.8,1,4.7,0.45,100,SP,4
15.338506,120.439017,4.5,20.7,27,3.41,0.45,0.5,SP,32.5
15.377932,120.46811,4.5,21.8,7,1.96,0.41,3,SP,13.5
15.376099,120.465189,4.5,21.5,10,1.55,0.41,3,SP,13.5
15.403506,120.535484,4.5,21,10,32.95,0.4,1,SM,13.5
15.401833,120.537011,4.5,21,10,20.25,0.4,1,SM,13.5
15.35027778,120.5733333,4.5,21,23,54.7,0.4,100,ML,27.5
15.324878,120.421894,4.5,20,24,28,0.03,3,SM,32.5
15.409628,120.531149,4.5,19,8,26.2,0.4,0.6,SM,13.5
15.408638,120.533869,4.5,19,8,26.6,0.4,0.6,SM,13.5
15.406295,120.536085,4.5,20,16,1.02,0.4,1,SP,32.5
15.37835,120.50901,4.5,23,100,50,0.4,3,ROCK,100
15.378394,120.5089,4.5,23,100,50,0.4,2.8,ROCK,100
15.378457,120.509039,4.5,23,100,50,0.4,3.2,ROCK,100
15.378411,120.509217,4.5,23,100,50,0.4,2.5,ROCK,100
15.378467,120.509242,4.5,23,100,50,0.4,2.7,ROCK,100
15.346585,120.591898,4.5,23,100,5,0.36,8.6,Sandstone,6000
15.346589,120.59203,4.5,23,100,5,0.36,9,Sandstone,6000
15.35940626,120.536204,4.5,20,20,23.05,0.4,100,SM,32.5
15.35942178,120.5361342,4.5,20,24,26.7,0.4,100,SM,32.5
15.35945799,120.536043,4.5,20,22,24.32,0.4,100,SM,32.5
15.368641,120.491331,4.5,18,1,67.87,0.45,7.5,MH,3.75
15.368641,120.490274,4.5,18,1,65.26,0.45,7.5,MH,3.75
15.368729,120.490337,4.5,18,1,65.51,0.45,7.5,MH,3.75
15.368404,120.491331,4.5,18,1,65.91,0.45,7.5,MH,3.75
15.367389,120.491501,4.5,18,1,66.68,0.45,7.5,MH,3.75
15.361412,120.444146,4.5,21,36,4,0.47,1.5,SP,35
15.362605,120.444932,4.5,21,34,5,0.47,1.5,SP,35
15.400328,120.538445,4.5,20,17,4.8,0.4,2,SP,32.5
15.327305,120.424012,4.5,20,20,20.5,0.45,0.61,SM,32.5
15.328152,120.424192,4.5,20,20,24.6,0.45,0.61,SM,32.5
15.32419,120.423641,4.5,20,21,25.7,0.45,3,SM,32.5
15.3432561,120.5477321,4.5,21,34,19.89,0.4,4.5,SM,35
15.343333,120.547777,4.5,23,100,0,0.4,7,ROCK,6000
15.35897175,120.5291712,4.5,18,1,53.59,0.4,100,ML,3.75
15.35897175,120.5291229,4.5,18,1,57.42,0.4,100,ML,3.75
15.35897692,120.5290693,4.5,18,1,64.58,0.4,100,ML,3.75
15.376099,120.465189,4.5,19,7.5,1.55,0.45,3,SP,13.5
15.377334,120.466745,4.5,19,9,1.06,0.45,3,SP,13.5
15.616506,120.434783,4.5,23,100,0,0.47,6,Sandstone,6000
15.616441,120.434581,4.5,23,100,0,0.47,6,Sandstone,6000
15.615178,120.438655,4.5,23,100,0,0.45,100,ROCK,6000
15.615603,120.438983,4.5,23,100,0,0.45,100,ROCK,6000
15.463753,120.466264,4.5,17.66,100,0,0.4,9.13,Sandstone,6000
15.463478,120.466264,4.5,23,100,0,0.4,4.77,Sandstone,6000
15.477092,120.572627,4.5,23,100,12.35,0.42,3,ROCK,650
15.477114,120.572519,4.5,23,100,8.79,0.42,3.1,ROCK,650
15.429698,120.637142,4.5,17.4,18,12,0.35,1.3,SM,32.5
15.48961,120.588291,4.5,21,26,57.51,0.42,4.5,ML,27.5
15.484068,120.618036,4.5,21,61,22.7,0.37,1,SM,65
15.468813,120.653222,4.5,20,16,30.84,0.4,3,SM,32.5
15.529917,120.593229,4.5,19.6,21,23.6,0.4,1.5,SM,32.5
15.51257,120.530434,4.5,21,37,29.61,0.3,1.5,SM,35
15.512619,120.530559,4.5,21,46,29.55,0.3,1.5,SM,35
15.482223,120.618998,4.5,21,23,57,0.37,6,ML,27.5
15.478732,120.612065,4.5,21,47,22,0.37,3,SM,35
15.465571,120.56082,4.5,23,100,0,0.4,2,Coring,6000
15.506958,120.582855,4.5,22,9,4.5,0.3,3,SP,13.5
15.506284,120.581837,4.5,22,9,26.9,0.3,1.5,SP,13.5
15.505427,120.581811,4.5,22,16,24.46,0.3,3,SP,32.5
15.4589611,120.563484,4.5,23,100,0,0.4,3,Coring,6000
15.4446,120.598586,4.5,22,50,76.78,0.4,2.5,CL,45
15.460898,120.57104,4.5,19.58,50,34,0.42,100,SM,35
15.460948,120.571038,4.5,19.58,50,44,0.42,100,SM,35
15.439278,120.588021,4.5,23,100,0,0.36,9,Coring,6000
15.473513,120.586521,4.5,21,44,33,0.42,3,SM,35
15.473617,120.586585,4.5,21,39,31,0.42,3,SM,35
15.50401,120.545443,4.5,18.8,34,54.25,0.42,100,MH,55
15.500177,120.578478,4.5,23,100,0,0.42,4.2,Coring,6000
15.500281,120.578607,4.5,21,39,34,0.42,4.2,SM,35
15.461005,120.628472,4.5,23,100,0,0.3,3,Coring,6000
15.514846,120.595286,4.5,23,100,0,0.2,2,Silty Tuff,6000
15.471258,120.62191,4.5,23,100,0,0.42,10,Sandstone,6000
15.471257,120.621935,4.5,23,100,0,0.42,11,Sandstone,6000
15.47107,120.621805,4.5,23,100,0,0.42,11,Sandstone,6000
15.471258,120.62191,4.5,23,100,0,0.42,10.5,Sandstone,6000
15.470799,120.621795,4.5,23,100,0,0.42,10,Sandstone,6000
15.47079,120.62194,4.5,23,100,0,0.42,11,Sandstone,6000
15.452293,120.604534,4.5,21,24,66,0.36,3,MH,27.5
15.405077,120.523147,4.5,25.5,13,21.7,0.4,100,SM,32.5
15.404488,120.52111,4.5,21.3,12,25,0.4,100,SM,32.5
15.350556,120.5733333,4.5,21,23,52.88,0.4,100,ML,27.5
15.35027778,120.5733333,4.5,21,23,54.7,0.4,100,ML,27.5
15.663855,120.640629,4.5,20,20,27,0.4,3,SM,32.5
15.636466,120.678522,4.5,21,19,62.55,0.4,5,MH,27.5
15.636579,120.67891,4.5,20,10,62.23,0.4,6,MH,20
15.636575,120.678641,4.5,20,12,63.43,0.4,100,MH,20
15.350654,120.4597661,4.5,20,26,30.15,0.45,8.5,SM,32.5
15.3505555,120.4594444,4.5,20,26,29.92,0.45,8.5,SM,32.5
15.3508333,120.4596333,4.5,20,22,26.6,0.45,8.5,SM,32.5
15.3507366,120.4596797,4.5,20,27,31.11,0.45,8.5,SM,32.5
15.3596706,120.5295569,4.5,21,21,54.15,0.4,1.5,ML,27.5
15.3596141,120.5296142,4.5,21,23,57.68,0.4,1.5,ML,27.5
15.3170505,120.5445324,4.5,23,100,0,0.4,9,Silty Tuff,6000
15.317026,120.5444387,4.5,23,100,0,0.4,12,Silty Tuff,6000
15.3169582,120.5443456,4.5,23,100,0,0.4,9,Silty Tuff,6000
15.3576096,120.5307234,4.5,21,15,59.91,0.4,7.5,ML,27.5
15.3576708,120.5305979,4.5,21,15,52.35,0.4,7.5,ML,27.5
15.3575746,120.5304976,4.5,20,13,55.82,0.4,7.5,ML,20
15.360509,120.5299422,4.5,20,22,19.97,0.4,9.3,SM,32.5
15.3606868,120.5302883,4.5,21,24,81.81,0.4,9.5,CH,27.5
15.3604388,120.53002,4.5,21,22,57.44,0.4,9.5,ML,27.5
15.3605854,120.5301752,4.5,21,26,81.43,0.4,9.3,CH,27.5
15.3589515,120.5297841,4.5,21,16,53.66,0.4,3,ML,27.5
15.3589267,120.5296187,4.5,21,23,57.68,0.4,1.5,ML,27.5
15.3502499,120.4587197,4.5,20,22,24.33,0.45,1.05,SM,32.5
15.3502834,120.4589033,4.5,20,24,26.4,0.45,1.05,SM,32.5
15.3504817,120.4589928,4.5,20,26,33.8,0.45,1.05,SM,32.5
15.359346,120.5292768,4.5,21,17,53.53,0.4,7.5,ML,27.5
15.3591204,120.5295204,4.5,21,15,84.22,0.4,7.5,CH,27.5
15.3585559,120.5361853,4.5,20,20,23.05,0.4,100,SM,32.5
15.3588452,120.5360233,4.5,20,22,24.32,0.4,100,SM,32.5
15.311507,120.525509,4.5,23,100,0,0.4,100,Tuff,6000
15.311605,120.525277,4.5,23,100,0,0.4,100,Tuff,6000
15.311683,120.525076,4.5,23,100,0,0.4,100,Tuff,6000
15.367389,120.491501,4.5,20,12,67.87,0.45,7.5,MH,20
15.368729,120.490337,4.5,19,3,65.51,0.45,7.5,MH,5.25
15.368404,120.491331,4.5,19.5,4,65.91,0.45,7.5,MH,10.5
15.32775,120.591127,4.5,21,52,29.16,0.4,3,SM,65
15.327568,120.590818,4.5,21,49,31.16,0.4,3,SM,35
15.327553,120.591062,4.5,21,57,29.71,0.4,6,SM,65
15.327533,120.591042,4.5,21,52,27.06,0.4,3,SM,65
15.3360374,120.6249407,4.5,20,12,82.75,0.36,1.05,CH,20
15.335743,120.6249792,4.5,21,16,82.75,0.36,1.05,CH,27.5
15.3032316,120.6952735,4.5,20,14,4.02,0.33,4.05,SP,32.5
15.3030271,120.695197,4.5,20,16,1.63,0.33,4.05,SP,32.5
15.3360188,120.658229,4.5,20,18,20.18,0.4,100,SM,32.5
15.3358829,120.6581489,4.5,20,19,26.21,0.4,100,SM,32.5
15.3358237,120.6583001,4.5,20,19,20.92,0.4,100,SM,32.5
15.3246303,120.6566815,4.5,19,10,20.18,0.36,1,SM,13.5
